No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
6609,TU,TELUS Corporation,Technology,Wireless Communications,Canada,21414.05,19.55,35.9,-0.25%,154571
6610,TUES,Tuesday Morning Corporation,Services,"Discount, Variety Stores",USA,131.81,,2.78,0.00%,23968
6611,TUP,Tupperware Brands Corporation,Consumer Goods,Packaging & Containers,USA,2141.09,21.89,42.66,1.81%,398208
6613,TURN,180 Degree Capital Corp.,Financial,Asset Management,USA,70.31,7.33,2.2,-0.90%,133383
6615,TUSK,"Mammoth Energy Services, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,1539.59,10.96,38.05,3.26%,499450
6617,TV,"Grupo Televisa, S.A.B.",Services,Broadcasting - TV,Mexico,12116.81,57.57,19.7,0.38%,734661
6618,TVE,Tennessee Valley Authority PARRS A 2029,Utilities,Electric Utilities,USA,12.51,,23.79,-0.13%,10315
6621,TVPT,Travelport Worldwide Limited,Consumer Goods,"Recreational Goods, Other",United Kingdom,2497.27,18,20.21,1.51%,1005367
6622,TVTY,"Tivity Health, Inc.",Healthcare,Specialized Health Services,USA,1431.36,20.6,35.58,0.21%,172583
6623,TWI,"Titan International, Inc.",Industrial Goods,Farm & Construction Machinery,USA,640.74,,10.91,2.83%,82066
6624,TWIN,"Twin Disc, Incorporated",Industrial Goods,Diversified Machinery,USA,285.3,31.08,26.05,1.72%,13595
6625,TWLO,Twilio Inc.,Technology,Application Software,USA,5379.82,,58.74,0.46%,929226
6626,TWLVU,Twelve Seas Investment Company UNIT EXP 062123,Conglomerates,Conglomerates,United Kingdom,196.14,,10.1,0.00%,5780
6628,TWMC,Trans World Entertainment Corporation,Services,Music & Video Stores,USA,30.8,,0.93,-2.11%,10033
6629,TWN,"Taiwan Fund, Inc. (The)",Financial,Closed-End Fund - Foreign,Hong Kong,158.54,4.54,19.67,1.03%,26553
6630,TWNK,"Hostess Brands, Inc.",Consumer Goods,Processed & Packaged Goods,USA,1401.83,6.41,14.06,-0.39%,190980
6631,TWO,Two Harbors Investment Corp.,Financial,REIT - Residential,USA,2833.25,5.98,16.16,-0.21%,1278075
6632,TWOU,"2U, Inc.",Technology,Application Software,USA,4561.3,,87.74,-0.40%,259490
6633,TWTR,"Twitter, Inc.",Technology,Internet Information Providers,USA,33034.73,95.2,44.23,-5.20%,93521343
6634,TX,Ternium S.A.,Basic Materials,Steel & Iron,Luxembourg,6938.26,7.01,36.27,2.89%,306650
6635,TXMD,"TherapeuticsMD, Inc.",Healthcare,Drug Manufacturers - Major,USA,1368.81,,6.57,0.15%,916166
6636,TXN,Texas Instruments Incorporated,Technology,Semiconductor - Broad Line,USA,110793.93,28.2,111.76,-0.84%,2234600
6637,TXRH,"Texas Roadhouse, Inc.",Services,Restaurants,USA,4715.41,32.19,66.92,0.18%,259051
6638,TXT,Textron Inc.,Industrial Goods,Aerospace/Defense - Major Diversified,USA,16882.99,26.4,66.78,1.66%,631926
6639,TY,Tri-Continental Corporation,Financial,Closed-End Fund - Equity,USA,1480.25,4.57,26.85,0.56%,64861
6642,TYG,Tortoise Energy Infrastructure Corporation,Financial,Closed-End Fund - Equity,USA,1315.53,,26.48,0.68%,75753
6643,TYHT,"Shineco, Inc.",Healthcare,Drug Related Products,China,38.89,3.27,1.77,-2.88%,89054
6644,TYL,"Tyler Technologies, Inc.",Technology,Technical & System Software,USA,8644.61,60.58,230.48,1.37%,71147
6645,TYME,"Tyme Technologies, Inc.",Healthcare,Biotechnology,USA,345.21,,3.06,-2.86%,309775
6647,TYPE,Monotype Imaging Holdings Inc.,Technology,Application Software,USA,868.82,,21,0.96%,124930
6649,TZOO,Travelzoo,Technology,Internet Information Providers,USA,210.64,65.05,20.05,3.08%,69668
6651,UAA,"Under Armour, Inc.",Consumer Goods,Textile - Apparel Clothing,USA,9695.12,,22.26,0.00%,2151112
6653,UAL,"United Continental Holdings, Inc.",Services,Major Airlines,USA,20145.54,10.71,71.98,1.44%,1503802
6654,UAMY,United States Antimony Corporation,Basic Materials,Industrial Metals & Minerals,USA,32.1,,0.47,4.18%,67332
6655,UAN,"CVR Partners, LP",Basic Materials,Agricultural Chemicals,USA,378.39,,3.55,4.72%,519935
6656,UAVS,"AgEagle Aerial Systems, Inc.",Technology,Computer Based Systems,USA,16.89,0.41,1.78,4.25%,198292
6657,UBA,Urstadt Biddle Properties Inc.,Financial,REIT - Retail,USA,849.88,42.22,22.59,-1.09%,30831
6658,UBCP,"United Bancorp, Inc.",Financial,Regional - Midwest Banks,USA,73.94,16.65,13.15,-0.75%,5102
6659,UBFO,United Security Bancshares,Financial,Regional - Pacific Banks,USA,191.82,17.67,11.3,-1.74%,11376
6662,UBNK,"United Financial Bancorp, Inc.",Financial,Savings & Loans,USA,904.52,15.69,17.99,0.56%,65398
6663,UBNT,"Ubiquiti Networks, Inc.",Technology,Communication Equipment,USA,6192.72,16.71,87.8,1.32%,201934
6664,UBOH,"United Bancshares, Inc.",Financial,Money Center Banks,USA,73.58,14.47,22.12,-1.71%,100
6667,UBS,UBS Group AG,Financial,Foreign Money Center Banks,Switzerland,58397.55,14.02,15.39,0.13%,1534922
6668,UBSH,Union Bankshares Corporation,Financial,Regional - Mid-Atlantic Banks,USA,2598.86,24.45,40.74,2.49%,204043
6669,UBSI,"United Bankshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,3848.09,18.44,38.25,2.27%,241805
6671,UBX,"Unity Biotechnology, Inc.",Healthcare,Biotechnology,USA,628.82,,15.3,0.66%,77740
6672,UCBA,United Community Bancorp,Financial,Savings & Loans,USA,117.46,34.86,27.8,-0.18%,13452
6673,UCBI,"United Community Banks, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,2446.52,19.8,31.85,2.25%,198380
6675,UCFC,United Community Financial Corp.,Financial,Savings & Loans,USA,551.55,18.55,11.31,0.62%,115355
6678,UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductor Equipment & Materials,USA,605.57,7.05,16.64,1.59%,454067
6681,UDR,"UDR, Inc.",Financial,REIT - Residential,USA,9992.05,166.3,37.1,-1.74%,1230480
6682,UE,Urban Edge Properties,Financial,REIT - Diversified,USA,2607.83,76.08,22.93,-1.50%,204332
6683,UEC,Uranium Energy Corp.,Basic Materials,Industrial Metals & Minerals,USA,264.94,,1.63,-2.98%,498191
6684,UEIC,Universal Electronics Inc.,Consumer Goods,Electronic Equipment,USA,468.88,90.58,34.9,2.20%,31564
6685,UEPS,"Net 1 UEPS Technologies, Inc.",Services,Business Services,South Africa,515.22,12.16,9.39,1.08%,90951
6687,UFAB,"Unique Fabricating, Inc.",Consumer Goods,Auto Parts,USA,85.47,15.86,8.6,-0.49%,9826
6688,UFCS,"United Fire Group, Inc.",Financial,Property & Casualty Insurance,USA,1386,59.81,55.88,0.80%,35589
6689,UFI,"Unifi, Inc.",Industrial Goods,Textile Industrial,USA,591.62,21.72,32.74,0.55%,10621
6690,UFPI,"Universal Forest Products, Inc.",Industrial Goods,"Lumber, Wood Production",USA,2298.82,16.51,38.17,0.29%,107140
6691,UFPT,"UFP Technologies, Inc.",Consumer Goods,Packaging & Containers,USA,237.54,32.26,32.15,0.16%,5549
6692,UFS,Domtar Corporation,Consumer Goods,Paper & Paper Products,Canada,2958.62,,48.2,0.79%,307347
6693,UG,"United-Guardian, Inc.",Consumer Goods,Personal Products,USA,90.46,21.15,19.4,-1.77%,2395
6697,UGI,UGI Corporation,Utilities,Diversified Utilities,USA,9360.63,20.87,52.29,-3.04%,458827
6700,UGP,Ultrapar Participacoes S.A.,Basic Materials,Oil & Gas Refining & Marketing,Brazil,6511.68,20.23,12.06,0.00%,498421
6701,UHAL,AMERCO,Services,Rental & Leasing Services,USA,7163.26,16.79,373.44,1.14%,24542
6703,UHS,"Universal Health Services, Inc.",Healthcare,Hospitals,USA,10516.47,14.48,113.66,1.41%,589359
6704,UHT,Universal Health Realty Income Trust,Financial,REIT - Healthcare Facilities,USA,907.91,39.37,65.88,-3.27%,7480
6705,UIHC,United Insurance Holdings Corp.,Financial,Property & Casualty Insurance,USA,840.45,111.43,19.54,0.21%,64091
6706,UIS,Unisys Corporation,Technology,Information Technology Services,USA,730.77,,14.7,2.08%,829730
6710,UL,Unilever PLC,Consumer Goods,Personal Products,United Kingdom,163859.38,24.53,55.53,-0.30%,659568
6711,ULBI,Ultralife Corporation,Industrial Goods,Industrial Electrical Equipment,USA,157.83,25.97,9.95,-1.00%,31824
6714,ULH,"Universal Logistics Holdings, Inc.",Services,Trucking,USA,758.17,47.35,26.9,0.37%,19707
6716,ULTA,"Ulta Beauty, Inc.",Services,"Specialty Retail, Other",USA,14158.72,23.67,250.92,3.43%,556192
6717,ULTI,"The Ultimate Software Group, Inc.",Technology,Internet Software & Services,USA,8240.7,224.19,272.28,0.46%,110135
6719,UMBF,UMB Financial Corporation,Financial,Regional - Southwest  Banks,USA,3852.23,19.24,79.07,1.69%,116613
6720,UMC,United Microelectronics Corporation,Technology,Semiconductor Equipment & Materials,Taiwan,7430.7,21.12,2.79,-1.59%,1347008
6722,UMH,"UMH Properties, Inc.",Financial,REIT - Diversified,USA,575,,15.73,-1.87%,158627
6723,UMPQ,Umpqua Holdings Corporation,Financial,Regional - Pacific Banks,USA,5057.49,20.22,23.5,2.40%,646897
6724,UMRX,Unum Therapeutics Inc.,Healthcare,Biotechnology,USA,439.24,,15.02,2.18%,281655
6725,UN,Unilever N.V.,Consumer Goods,Personal Products,Netherlands,163859.6,24.69,56.03,-0.10%,963634
6726,UNAM,Unico American Corporation,Financial,Property & Casualty Insurance,USA,41.43,,7.7,0.00%,0
6727,UNB,"Union Bankshares, Inc.",Financial,Regional - Northeast Banks,USA,233.67,24.52,53.35,0.00%,0
6728,UNF,UniFirst Corporation,Consumer Goods,Textile - Apparel Clothing,USA,3468.85,50.46,186.25,0.40%,35040
6729,UNFI,"United Natural Foods, Inc.",Services,Food Wholesale,USA,2163.18,14.39,43.02,0.75%,211063
6731,UNH,UnitedHealth Group Incorporated,Healthcare,Health Care Plans,USA,237344.33,24.72,253.59,1.13%,1143974
6732,UNIT,Uniti Group Inc.,Financial,REIT - Industrial,USA,3568.52,,21.5,0.30%,924205
6734,UNM,Unum Group,Financial,Accident & Health Insurance,USA,8458.6,8.54,39.37,3.28%,864700
6735,UNP,Union Pacific Corporation,Services,Railroads,USA,111071.78,22.27,145.15,1.46%,1753747
6736,UNT,Unit Corporation,Basic Materials,Oil & Gas Drilling & Exploration,USA,1375.02,49.34,27.88,3.49%,304521
6737,UNTY,"Unity Bancorp, Inc.",Financial,Money Center Banks,USA,252.7,15.38,23.9,0.63%,6810
6738,UNVR,Univar Inc.,Basic Materials,Chemicals - Major Diversified,USA,3785.98,16.78,27.15,1.04%,402399
6740,UONEK,"Urban One, Inc.",Services,Broadcasting - Radio,USA,110.51,,2.13,-1.16%,12747
6741,UPL,Ultra Petroleum Corp.,Basic Materials,Independent Oil & Gas,USA,427.6,1.2,2.21,1.84%,1438409
6742,UPLD,"Upland Software, Inc.",Technology,Application Software,USA,748.64,,36.3,-1.04%,97707
6744,UPS,"United Parcel Service, Inc.",Services,Air Delivery & Freight Services,USA,91131.72,19.13,108.53,2.36%,1317225
6747,UQM,"UQM Technologies, Inc.",Consumer Goods,Auto Parts,USA,52.5,,1,0.99%,16410
6749,URBN,"Urban Outfitters, Inc.",Services,Apparel Stores,USA,5049.28,25.29,45.77,-1.06%,1038795
6751,URG,Ur-Energy Inc.,Basic Materials,Industrial Metals & Minerals,USA,99.4,77.78,0.7,0.00%,154069
6752,URGN,UroGen Pharma Ltd.,Healthcare,Biotechnology,Israel,800.15,,49.45,-3.10%,36691
6753,URI,"United Rentals, Inc.",Services,Rental & Leasing Services,USA,12598.8,17.5,155,3.66%,737242
6757,USA,Liberty All-Star Equity Fund,Financial,Closed-End Fund - Equity,USA,1241.2,5.02,6.56,0.77%,740036
6758,USAC,"USA Compression Partners, LP",Basic Materials,Oil & Gas Equipment & Services,USA,1528.22,,17.41,0.17%,123132
6761,USAK,"USA Truck, Inc.",Services,Trucking,USA,194.49,139.83,24.81,2.56%,38919
6762,USAP,Lyxor MSCI USA ETF Dist A/I,Basic Materials,Steel & Iron,USA,205.29,66.33,24.05,0.17%,29964
6763,USAS,Americas Silver Corporation,Basic Materials,Silver,Canada,127.69,,3.17,-0.91%,16519
6764,USAT,"USA Technologies, Inc.",Technology,Technical & System Software,USA,800.85,,14.32,1.96%,371209
6765,USAU,U.S. Gold Corp.,Basic Materials,Gold,USA,21.5,,1.25,0.40%,65842
6766,USB,U.S. Bancorp,Financial,Regional - Midwest Banks,USA,82946.92,16.11,51.56,2.69%,3616529
6768,USCR,"U.S. Concrete, Inc.",Industrial Goods,General Building Materials,USA,885.3,56.25,50.4,-0.88%,274402
6770,USDP,USD Partners LP,Services,Railroads,USA,281.88,11.44,10.73,-0.69%,26031
6773,USEG,U.S. Energy Corp.,Basic Materials,Independent Oil & Gas,USA,17.6,,1.36,5.42%,194595
6775,USFD,US Foods Holding Corp.,Services,Food Wholesale,USA,8179.26,27.56,38.41,-0.08%,444796
6777,USG,USG Corporation,Industrial Goods,General Building Materials,USA,6026.02,27.98,43.27,0.05%,479655
6781,USLM,"United States Lime & Minerals, Inc.",Industrial Goods,General Building Materials,USA,462.81,23.75,82.94,0.72%,487
6783,USM,United States Cellular Corporation,Technology,Wireless Communications,USA,3190.59,,39.55,1.13%,63620
6787,USNA,"USANA Health Sciences, Inc.",Healthcare,Drug Related Products,USA,2780.7,28.35,115.18,-0.92%,124589
6792,USPH,"U.S. Physical Therapy, Inc.",Healthcare,Specialized Health Services,USA,1249.49,76.43,100.94,0.74%,14963
6797,USX,"U.S. Xpress Enterprises, Inc.",Services,Trucking,USA,304.83,,15.48,-1.84%,464960
6800,UTG,Reaves Utility Income Fund,Financial,Closed-End Fund - Equity,USA,1433.82,8.59,29.48,0.06%,199830
6801,UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,USA,5208.56,9.52,122.53,1.86%,166867
6802,UTI,"Universal Technical Institute, Inc.",Services,Education & Training Services,USA,81.6,,3.23,1.62%,121654
6803,UTL,Unitil Corporation,Utilities,Diversified Utilities,USA,767.26,5.93,51,-3.15%,21058
6804,UTMD,"Utah Medical Products, Inc.",Healthcare,Medical Instruments & Supplies,USA,417.88,27.71,113.35,2.53%,22046
6805,UTSI,UTStarcom Holdings Corp.,Technology,Wireless Communications,China,144.28,,3.97,-2.43%,38059
6807,UTX,United Technologies Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,99943.8,19.27,126.89,1.19%,2333950
6809,UUU,"Universal Security Instruments, Inc.",Services,Security & Protection Services,USA,3,,1.29,-0.56%,2024
6810,UUUU,Energy Fuels Inc.,Basic Materials,Industrial Metals & Minerals,USA,173.59,,2.36,-4.07%,667030
6811,UVE,"Universal Insurance Holdings, Inc.",Financial,Property & Casualty Insurance,USA,1258.8,10.45,36.1,1.26%,69792
6812,UVSP,Univest Corporation of Pennsylvania,Financial,Regional - Northeast Banks,USA,829.36,16.52,28.6,1.42%,33835
6813,UVV,Universal Corporation,Consumer Goods,"Tobacco Products, Other",USA,1748.98,19.56,69.25,-0.50%,55383
6816,UWN,"Nevada Gold & Casinos, Inc.",Services,Resorts & Casinos,USA,32.71,15.29,1.85,1.65%,48579
6819,UXIN,Uxin Limited,Technology,Internet Information Providers,China,2280.68,,7.56,3.00%,1192961
6822,V,Visa Inc.,Financial,Credit Services,USA,294421.4,38.47,135.62,1.14%,3519956
6823,VAC,Marriott Vacations Worldwide Corporation,Services,Resorts & Casinos,USA,3114.6,19.6,118.39,1.71%,207924
6824,VALE,Vale S.A.,Basic Materials,Industrial Metals & Minerals,Brazil,64855.78,15.29,13.21,1.38%,9411075
6826,VALU,"Value Line, Inc.",Services,Publishing - Periodicals,USA,227.73,15.9,23.6,0.21%,2092
6829,VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Appliances & Equipment,USA,10666.15,30.95,118.18,1.38%,334556
6832,VBF,Invesco Bond Fund,Financial,Closed-End Fund - Debt,USA,201.03,27.02,17.68,0.06%,12184
6833,VBIV,VBI Vaccines Inc.,Healthcare,Biotechnology,USA,173.99,,2.88,1.05%,233660
6835,VBLT,Vascular Biogenics Ltd.,Healthcare,Biotechnology,Israel,64.2,,2.15,1.18%,55046
6838,VBTX,"Veritex Holdings, Inc.",Financial,Regional - Southwest  Banks,USA,773.09,26.75,32.85,1.64%,132052
6839,VC,Visteon Corporation,Consumer Goods,Auto Parts,USA,4156.24,10.49,137.87,1.17%,614807
6840,VCEL,Vericel Corporation,Healthcare,Biotechnology,USA,410.87,,10.73,6.19%,880987
6841,VCF,"Delaware Investments Colorado Municipal Income Fund, Inc.",Financial,Asset Management,USA,70.14,22.45,14.49,-0.08%,127
6844,VCO,Vina Concha y Toro S.A.,Consumer Goods,Beverages - Brewers,Chile,1538.07,19.26,41.5,1.05%,22386
6846,VCRA,"Vocera Communications, Inc.",Technology,Communication Equipment,USA,944.24,,32.7,2.09%,162050
6848,VCTR,"Victory Capital Holdings, Inc.",Financial,Asset Management,USA,729.84,15.07,10.07,-0.40%,43725
6850,VCYT,"Veracyte, Inc.",Healthcare,Biotechnology,USA,350.59,,10.29,0.59%,80295
6854,VEAC,Vantage Energy Acquisition Corp.,Conglomerates,Conglomerates,USA,20.09,,9.9,0.00%,30423
6855,VEACU,Vantage Energy Acquisition Corp. Units,Conglomerates,Conglomerates,USA,1399.98,214.58,10.3,0.00%,0
6856,VEC,"Vectrus, Inc.",Services,Business Services,USA,356.36,14.97,31.32,-0.95%,62878
6857,VECO,Veeco Instruments Inc.,Technology,Semiconductor Equipment & Materials,USA,710.86,,15.65,1.62%,156112
6858,VEDL,Vedanta Limited,Basic Materials,Industrial Metals & Minerals,India,12342,10.66,13.18,3.40%,228470
6859,VEEV,Veeva Systems Inc.,Technology,Healthcare Information Services,USA,11222.8,76.66,79.88,0.19%,380847
6862,VEON,VEON Ltd.,Technology,Telecom Services - Foreign,Netherlands,5200.19,,3.08,-0.32%,3259061
6863,VER,"VEREIT, Inc.",Financial,REIT - Diversified,USA,7489.5,,7.64,-0.71%,4726270
6864,VERI,"Veritone, Inc.",Technology,Application Software,USA,322.93,,17.08,-0.41%,84232
6865,VERU,Veru Inc.,Healthcare,Drug Manufacturers - Other,USA,104.39,,2.05,1.49%,237345
6866,VET,Vermilion Energy Inc.,Basic Materials,Oil & Gas Drilling & Exploration,Canada,4403.68,140.04,36.63,0.60%,57821
6869,VFC,V.F. Corporation,Consumer Goods,Textile - Apparel Clothing,USA,32144.28,26.38,82.24,0.90%,920988
6871,VFL,Delaware Investments National Municipal Income Fund,Financial,Asset Management,USA,56.51,19.84,12.42,-0.45%,1301
6878,VG,Vonage Holdings Corp.,Technology,Diversified Communication Services,USA,3075.47,52.59,12.98,-1.63%,710494
6883,VGM,Invesco Trust for Investment Grade Municipals,Financial,Closed-End Fund - Debt,USA,670.77,24.84,12.33,-0.32%,85901
6884,VGR,Vector Group Ltd.,Consumer Goods,Cigarettes,USA,2562.35,40.89,19.18,-0.42%,248211
6887,VGZ,Vista Gold Corp.,Basic Materials,Gold,USA,66.2,,0.69,2.94%,96177
6888,VHC,VirnetX Holding Corp,Technology,Internet Software & Services,USA,215.11,,3.47,-0.71%,109123
6889,VHI,"Valhi, Inc.",Basic Materials,Chemicals - Major Diversified,USA,1750.12,4.94,5.23,2.55%,51835
6891,VIA,"Viacom, Inc.",Services,Entertainment - Diversified,USA,1737.51,7.01,35.35,0.57%,23046
6893,VIAV,Viavi Solutions Inc.,Technology,Communication Equipment,USA,2339.94,,10.3,-0.39%,587054
6894,VICI,VICI Properties Inc.,Financial,REIT - Diversified,USA,7720.91,,21.12,0.09%,1021763
6895,VICL,Vical Incorporated,Healthcare,Biotechnology,USA,28.38,,1.27,-2.31%,51588
6896,VICR,Vicor Corporation,Technology,Diversified Electronics,USA,1743.22,373.79,47.15,1.73%,156576
6900,VII,"Vicon Industries, Inc.",Technology,Security Software & Services,USA,4.81,,0.27,-3.24%,80178
6906,VIPS,Vipshop Holdings Limited,Services,Catalog & Mail Order Houses,China,7130.56,24.33,10.95,0.50%,1990375
6907,VIRC,Virco Mfg. Corporation,Consumer Goods,Business Equipment,USA,71.39,,4.5,2.05%,901
6908,VIRT,"Virtu Financial, Inc.",Financial,Investment Brokerage - National,USA,5074.48,9.42,26.5,-0.38%,569452
6910,VISI,"Volt Information Sciences, Inc.",Services,Staffing & Outsourcing Services,USA,70.5,5.12,3.9,4.00%,16532
6911,VIV,Telefonica Brasil S.A.,Technology,Wireless Communications,Brazil,19037.61,16.38,11.69,0.73%,1058234
6912,VIVE,"Viveve Medical, Inc.",Healthcare,Medical Appliances & Equipment,USA,87.59,,2.91,3.00%,198307
6913,VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostic Substances,USA,679.58,41.45,16.17,-0.46%,74253
6916,VJET,voxeljet AG,Technology,Computer Peripherals,Germany,64.19,,3.6,2.71%,20086
6918,VKQ,Invesco Municipal Trust,Financial,Closed-End Fund - Debt,USA,655.5,24.96,11.74,-0.76%,55226
6919,VKTX,"Viking Therapeutics, Inc.",Healthcare,Biotechnology,USA,591.32,,10.41,1.56%,1097635
6920,VLGEA,"Village Super Market, Inc.",Services,Grocery Stores,USA,422.7,17.32,30.01,0.03%,14392
6921,VLO,Valero Energy Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,46623.54,20.07,109.17,1.24%,1471021
6922,VLP,Valero Energy Partners LP,Basic Materials,Oil & Gas Pipelines,USA,2716.24,13.82,38.83,1.38%,28645
6923,VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Services,Major Airlines,Mexico,457.32,,5.88,-2.49%,273830
6924,VLRX,"Valeritas Holdings, Inc.",Healthcare,Medical Instruments & Supplies,USA,30.2,,1.81,5.47%,984858
6928,VLY,Valley National Bancorp,Financial,Regional - Northeast Banks,USA,4048.05,20.67,12.81,3.14%,1559993
6931,VMC,Vulcan Materials Company,Industrial Goods,General Building Materials,USA,17308.08,57.36,129.45,-0.76%,465919
6932,VMI,"Valmont Industries, Inc.",Industrial Goods,Metal Fabrication,USA,3420.19,22.2,156.6,1.10%,39581
6935,VMO,Invesco Municipal Opportunity Trust,Financial,Closed-End Fund - Debt,USA,794.59,24.73,11.77,0.00%,81444
6937,VMW,"VMware, Inc.",Technology,Technical & System Software,USA,65247.98,28.84,154.74,-1.87%,1789099
6938,VNCE,Vince Holding Corp.,Consumer Goods,Textile - Apparel Clothing,USA,194.93,,17.81,4.89%,57783
6939,VNDA,Vanda Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,996.6,,19.98,-0.12%,306555
6940,VNE,"Veoneer, Inc.",Consumer Goods,Auto Parts,USA,3988.05,,43.7,1.70%,1479883
6941,VNET,"21Vianet Group, Inc.",Technology,Information Technology Services,China,1158.03,,9.92,0.40%,164609
6944,VNO,Vornado Realty Trust,Financial,REIT - Diversified,USA,14125.57,89.35,74.03,-1.48%,368828
6945,VNOM,Viper Energy Partners LP,Basic Materials,Independent Oil & Gas,USA,3745.51,26.63,33.15,2.65%,379118
6948,VNRX,VolitionRx Limited,Healthcare,Medical Laboratories & Research,Singapore,62.8,,2.21,-0.59%,17931
6949,VNTR,Venator Materials PLC,Basic Materials,Specialty Chemicals,United Kingdom,1708.74,6.38,17.07,3.45%,531574
6951,VOC,VOC Energy Trust,Basic Materials,Independent Oil & Gas,USA,95.4,11.07,6.02,3.54%,45668
6952,VOD,Vodafone Group Plc,Technology,Wireless Communications,United Kingdom,69561.64,13.64,25.18,-0.53%,2141826
6962,VOXX,VOXX International Corporation,Consumer Goods,Auto Parts,USA,131.89,5500,5.6,1.82%,84575
6963,VOYA,"Voya Financial, Inc.",Financial,Asset Management,USA,7925.92,62.69,49.07,4.23%,938692
6964,VPG,"Vishay Precision Group, Inc.",Technology,Scientific & Technical Instruments,USA,525.35,34.56,40.05,1.39%,20734
6967,VPV,Invesco Pennsylvania Value Muni,Financial,Closed-End Fund - Debt,USA,286.19,26.45,12.04,0.25%,28845
6969,VR,"Validus Holdings, Ltd.",Financial,Property & Casualty Insurance,Bermuda,5371.1,,67.76,0.03%,286681
6970,VRA,"Vera Bradley, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,501.08,42.53,14.05,0.72%,370441
6971,VRAY,"ViewRay, Inc.",Healthcare,Medical Appliances & Equipment,USA,589.44,,8.27,2.35%,659065
6972,VREX,Varex Imaging Corporation,Healthcare,Medical Appliances & Equipment,USA,1427.68,33.91,38.49,1.45%,77876
6974,VRML,"Vermillion, Inc.",Healthcare,Diagnostic Substances,USA,55.31,,0.79,1.02%,28155
6975,VRNA,Verona Pharma plc,Healthcare,Biotechnology,United Kingdom,1217.11,,13.75,0.00%,0
6976,VRNS,"Varonis Systems, Inc.",Technology,Technical & System Software,USA,2186.55,,75.88,-1.97%,209532
6977,VRNT,Verint Systems Inc.,Technology,Business Software & Services,USA,2953.47,143.93,47.35,2.49%,197407
6979,VRS,Verso Corporation,Consumer Goods,Paper & Paper Products,USA,771.67,,22.47,0.36%,121241
6980,VRSK,"Verisk Analytics, Inc.",Services,Business Services,USA,17803.38,37.99,111.03,0.41%,344317
6981,VRSN,"VeriSign, Inc.",Technology,Internet Information Providers,USA,17067.52,37.24,142.16,0.18%,236447
6982,VRTS,"Virtus Investment Partners, Inc.",Financial,Asset Management,USA,930.22,20.46,130.3,0.15%,29270
6984,VRTU,Virtusa Corporation,Technology,Information Technology Services,USA,1478.14,75.74,51.51,0.61%,68495
6985,VRTV,Veritiv Corporation,Consumer Goods,Packaging & Containers,USA,638.28,189.25,40.65,0.37%,32643
6986,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA,42743.28,202.87,173.74,0.17%,910589
6987,VRX,"Valeant Pharmaceuticals International, Inc.",Healthcare,Drug Delivery,Canada,8187.54,,23.46,2.18%,5546164
6988,VSAR,"Versartis, Inc.",Healthcare,Biotechnology,USA,73.99,,2.05,1.23%,155865
6989,VSAT,"Viasat, Inc.",Technology,Communication Equipment,USA,3833.39,,69.68,1.74%,275238
6991,VSEC,VSE Corporation,Services,Technical Services,USA,530.59,18.95,49.34,0.24%,9148
6992,VSH,"Vishay Intertechnology, Inc.",Technology,Semiconductor - Broad Line,USA,3644.26,16.18,26.38,4.46%,1787278
6993,VSI,"Vitamin Shoppe, Inc.",Services,"Specialty Retail, Other",USA,167.17,,7,-2.10%,153321
6995,VSLR,"Vivint Solar, Inc.",Technology,Semiconductor - Specialized,USA,588.18,,5.15,0.00%,197940
6996,VSM,"Versum Materials, Inc.",Basic Materials,Chemicals - Major Diversified,USA,4085.93,19.46,36.99,-1.41%,299255
6999,VST,Vistra Energy Corp.,Utilities,Electric Utilities,USA,11928.55,,22.67,-1.07%,2356863
7000,VSTM,"Verastem, Inc.",Healthcare,Biotechnology,USA,515.19,,7.17,4.52%,1745982
7001,VSTO,Vista Outdoor Inc.,Consumer Goods,Sporting Goods,USA,950.51,,16.66,0.48%,300718
7006,VTGN,"VistaGen Therapeutics, Inc.",Healthcare,Biotechnology,USA,32.11,,1.43,0.70%,175120
7010,VTL,"Vital Therapies, Inc.",Healthcare,Biotechnology,USA,286.01,,7.65,5.52%,332256
7012,VTNR,"Vertex Energy, Inc.",Industrial Goods,Waste Management,USA,34.6,,1.03,-2.83%,35138
7013,VTR,"Ventas, Inc.",Financial,REIT - Healthcare Facilities,USA,21053.34,40.3,58.16,-1.62%,1176544
7014,VTSI,"VirTra, Inc.",Technology,Multimedia & Graphics Software,USA,38.7,9.11,4.47,-0.89%,9198
