No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
7016,VTVT,vTv Therapeutics Inc.,Healthcare,Biotechnology,USA,48.3,,1.5,-3.85%,98525
7022,VUZI,Vuzix Corporation,Consumer Goods,Electronic Equipment,USA,203.02,,7.7,1.92%,171982
7024,VVC,Vectren Corporation,Utilities,Diversified Utilities,USA,5932.74,33.15,71.44,0.04%,513683
7025,VVI,Viad Corp,Services,Business Services,USA,1146,21.11,57.05,-0.09%,17086
7026,VVPR,VivoPower International PLC,Technology,Semiconductor - Specialized,United Kingdom,30.5,,1.95,-0.51%,46393
7028,VVUS,"VIVUS, Inc.",Healthcare,Biotechnology,USA,79.1,,0.75,2.11%,194002
7029,VVV,Valvoline Inc.,Basic Materials,Oil & Gas Refining & Marketing,USA,4314,15.13,21.76,0.90%,553467
7033,VXRT,"Vaxart, Inc.",Healthcare,Biotechnology,USA,21.61,,3.17,0.63%,18356
7038,VYGR,"Voyager Therapeutics, Inc.",Healthcare,Biotechnology,USA,625.67,,18.55,-5.86%,413236
7041,VZ,Verizon Communications Inc.,Technology,Telecom Services - Domestic,USA,209487.05,14.74,50.79,-1.33%,5728953
7043,W,Wayfair Inc.,Services,Catalog & Mail Order Houses,USA,10325.99,,120.8,-0.77%,937984
7044,WAAS,AquaVenture Holdings Limited,Utilities,Water Utilities,British Virgin Islands,407.38,,17,3.66%,130238
7045,WAB,Westinghouse Air Brake Technologies Corporation,Services,Railroads,USA,9559.55,31.35,101.68,1.58%,501170
7046,WABC,Westamerica Bancorporation,Financial,Regional - Pacific Banks,USA,1534.29,24.03,59.83,1.86%,28228
7047,WAFD,"Washington Federal, Inc.",Financial,Savings & Loans,USA,2877.77,15.69,34.33,2.16%,205633
7048,WAGE,"WageWorks, Inc.",Services,Management Services,USA,2106.92,45.23,53.5,0.66%,129229
7049,WAIR,"Wesco Aircraft Holdings, Inc.",Services,Industrial Equipment Wholesale,USA,1094.37,,11.43,2.47%,224701
7050,WAL,Western Alliance Bancorporation,Financial,Regional - Pacific Banks,USA,6071.3,17.7,59.15,2.53%,268281
7051,WASH,"Washington Trust Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,1014.81,18.37,60.5,1.17%,11672
7052,WAT,Waters Corporation,Healthcare,Medical Instruments & Supplies,USA,15085.73,26.71,199.04,1.30%,281768
7053,WATT,Energous Corporation,Consumer Goods,Electronic Equipment,USA,380.66,,14.72,0.00%,247479
7054,WB,Weibo Corporation,Technology,Internet Information Providers,China,19644.47,50.44,90.6,0.17%,1338673
7055,WBA,"Walgreens Boots Alliance, Inc.",Services,Drug Stores,USA,60253.37,14.66,64.22,1.45%,4911332
7056,WBAI,500.com Limited,Services,Gaming Activities,China,601.45,,15.06,-0.59%,20422
7057,WBC,WABCO Holdings Inc.,Consumer Goods,Auto Parts,USA,6242.55,10.08,118.63,2.12%,501239
7070,WBK,Westpac Banking Corporation,Financial,Foreign Money Center Banks,Australia,74606.07,12.75,22.3,0.63%,103400
7071,WBS,Webster Financial Corporation,Financial,Regional - Northeast Banks,USA,5910.72,19.23,65.95,2.66%,247768
7072,WBT,"Welbilt, Inc.",Industrial Goods,Diversified Machinery,USA,3199.34,29.47,22.85,-0.22%,549312
7073,WCC,"WESCO International, Inc.",Services,Industrial Equipment Wholesale,USA,2713.85,8.93,59.45,2.32%,365869
7074,WCG,"WellCare Health Plans, Inc.",Healthcare,Health Care Plans,USA,11302.71,32.42,254.3,0.36%,214691
7076,WCN,"Waste Connections, Inc.",Industrial Goods,Waste Management,USA,20066.56,48.03,75.89,0.20%,311111
7077,WD,"Walker & Dunlop, Inc.",Financial,Mortgage Investment,USA,1757.86,12.82,57.72,1.69%,68932
7078,WDAY,"Workday, Inc.",Technology,Application Software,USA,26727.21,,127.7,-0.82%,1597490
7079,WDC,Western Digital Corporation,Technology,Data Storage Devices,USA,23002.6,13.16,79.66,2.22%,1675991
7080,WDFC,WD-40 Company,Basic Materials,Specialty Chemicals,USA,2081.18,43.48,151.55,-0.16%,52479
7082,WDR,"Waddell & Reed Financial, Inc.",Financial,Asset Management,USA,1537.24,9.91,19.56,2.79%,412082
7084,WEA,Western Asset Premier Bond Fund,Financial,Closed-End Fund - Debt,USA,150.83,8.47,12.65,-0.16%,10567
7087,WEB,"Web.com Group, Inc.",Technology,Internet Information Providers,USA,1269.48,45.82,25.6,-0.58%,238370
7088,WEBK,"Wellesley Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,85.8,17.25,33.35,1.06%,1163
7089,WEC,"WEC Energy Group, Inc.",Utilities,Electric Utilities,USA,20952.36,20.43,64.17,-3.37%,1252569
7090,WELL,Welltower Inc.,Financial,REIT - Healthcare Facilities,USA,23919.83,159.8,62.95,-2.25%,953391
7091,WEN,The Wendy's Company,Services,Restaurants,USA,4128.88,87.72,17.44,0.93%,679577
7092,WERN,"Werner Enterprises, Inc.",Services,Trucking,USA,2714.78,26.41,38.55,1.72%,400203
7093,WES,"Western Gas Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,7413.38,29.6,49.07,0.06%,150071
7094,WETF,"WisdomTree Investments, Inc.",Financial,Asset Management,USA,1466.69,43.02,9.64,0.94%,439897
7095,WEX,WEX Inc.,Services,Business Services,USA,8308.46,126.39,194.48,0.76%,223109
7096,WEYS,"Weyco Group, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,375.65,24.18,37.29,0.16%,2574
7097,WF,"Woori Bank Co., Ltd.",Financial,Foreign Regional Banks,South Korea,9849.57,8.71,46.33,1.95%,10533
7098,WFC,Wells Fargo & Company,Financial,Money Center Banks,USA,273061.77,15.64,56.93,1.86%,10612124
7101,WFT,Weatherford International plc,Basic Materials,Oil & Gas Equipment & Services,Switzerland,3369.66,,3.49,3.10%,6682330
7102,WGL,"WGL Holdings, Inc.",Utilities,Gas Utilities,USA,4555.91,19.7,88.74,0.00%,0
7103,WGO,"Winnebago Industries, Inc.",Consumer Goods,Recreational Vehicles,USA,1326.44,13.47,42.67,1.61%,215091
7104,WGP,"Western Gas Equity Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,7918.64,19.63,36.03,0.03%,55860
7105,WH,"Wyndham Hotels & Resorts, Inc.",Services,Lodging,China,5727.19,23.76,59.45,-0.02%,315658
7106,WHD,"Cactus, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,2507.27,32.27,35.93,5.43%,843232
7107,WHF,"WhiteHorse Finance, Inc.",Financial,Asset Management,USA,301.37,7.53,14.53,0.14%,17236
7108,WHG,"Westwood Holdings Group, Inc.",Financial,Asset Management,USA,534.88,20.18,60.99,1.03%,10781
7109,WHLM,"Wilhelmina International, Inc.",Services,Management Services,USA,32.79,,6.6,5.07%,100
7110,WHLR,"Wheeler Real Estate Investment Trust, Inc.",Financial,REIT - Retail,USA,37.61,,4.34,2.12%,48950
7113,WHR,Whirlpool Corporation,Consumer Goods,Appliances,USA,10741.94,15.59,155.04,2.76%,397096
7114,WIA,Western Asset/Claymore Inflation-Linked Securities & Income Fund,Financial,Closed-End Fund - Debt,USA,330.59,13.86,11.34,0.00%,48934
7115,WIFI,"Boingo Wireless, Inc.",Technology,Diversified Communication Services,USA,997.71,,24.48,1.41%,152531
7117,WILC,G. Willi-Food International Ltd.,Consumer Goods,Food - Major Diversified,Israel,89.22,11.72,6.9,1.47%,2156
7118,WIN,"Windstream Holdings, Inc.",Technology,Telecom Services - Domestic,USA,214.42,,4.99,1.84%,607042
7119,WINA,Winmark Corporation,Services,"Specialty Retail, Other",USA,568.89,25.35,147,0.00%,3835
7120,WING,Wingstop Inc.,Services,Restaurants,USA,1532.31,73.01,53.29,0.26%,245407
7121,WINS,Wins Finance Holdings Inc.,Financial,Asset Management,USA,1646.67,64.46,60.01,0.00%,0
7123,WIRE,Encore Wire Corporation,Technology,Diversified Electronics,USA,999.56,19.92,49.15,0.41%,35633
7124,WIT,Wipro Limited,Technology,Information Technology Services,India,17253.79,20.54,4.86,-1.02%,620964
7126,WIX,Wix.com Ltd.,Technology,Internet Information Providers,Israel,4930.88,,104.45,-0.81%,249218
7127,WK,Workiva Inc.,Technology,Application Software,USA,1061.83,,24.8,-1.39%,42266
7128,WKHS,Workhorse Group Inc.,Consumer Goods,Auto Parts,USA,74.21,,1.71,6.86%,389535
7129,WLDN,"Willdan Group, Inc.",Services,Technical Services,USA,286.39,27.85,31.37,-0.76%,21702
7130,WLFC,Willis Lease Finance Corporation,Services,Rental & Leasing Services,USA,200.47,13.18,32.4,0.53%,27650
7131,WLH,Lyon William Homes  (Class A),Industrial Goods,Residential Construction,USA,887.02,10.21,23.76,1.28%,116354
7132,WLK,Westlake Chemical Corporation,Basic Materials,Specialty Chemicals,USA,13901.42,16.63,111.3,1.68%,444006
7133,WLKP,Westlake Chemical Partners LP,Basic Materials,Chemicals - Major Diversified,USA,801.07,13.72,24.65,0.41%,12427
7134,WLL,Whiting Petroleum Corporation,Basic Materials,Oil & Gas Drilling & Exploration,USA,4751.83,,53.78,2.87%,1926512
7135,WLTW,Willis Towers Watson Public Limited Company,Financial,Insurance Brokers,United Kingdom,20738.69,40.79,158,1.33%,225239
7136,WM,"Waste Management, Inc.",Industrial Goods,Waste Management,USA,35656.26,13.67,82.49,0.24%,970602
7137,WMB,"The Williams Companies, Inc.",Basic Materials,Oil & Gas Pipelines,USA,22822.7,1149.17,27.59,0.05%,3250629
7138,WMC,Western Asset Mortgage Capital Corporation,Financial,Mortgage Investment,USA,448.12,5.2,10.74,0.05%,145515
7140,WMGI,Wright Medical Group N.V.,Healthcare,Medical Appliances & Equipment,USA,2795.87,,25.99,-1.55%,710528
7141,WMIH,WMIH Corp.,Financial,Property & Casualty Insurance,USA,295.61,,1.4,-0.71%,491928
7142,WMK,"Weis Markets, Inc.",Services,Grocery Stores,USA,1449.03,27.27,53.73,-0.89%,40682
7143,WMLP,"Westmoreland Resource Partners, LP",Basic Materials,Nonmetallic Mineral Mining,USA,1.79,,1.83,7.04%,27722
7144,WMS,"Advanced Drainage Systems, Inc.",Consumer Goods,Rubber & Plastics,USA,1651.52,21.84,29.55,0.68%,87024
7145,WMT,Walmart Inc.,Services,"Discount, Variety Stores",USA,249169.29,28.9,86,1.76%,4275113
7147,WNC,Wabash National Corporation,Consumer Goods,Trucks & Other Vehicles,USA,1124.65,9.1,19.72,1.34%,106293
7148,WNS,WNS (Holdings) Limited,Services,Business Services,India,2647.6,34.13,52.26,-0.44%,136336
7150,WOR,"Worthington Industries, Inc.",Basic Materials,Steel & Iron,USA,2610.09,17.63,45.8,2.07%,224347
7151,WOW,"WideOpenWest, Inc.",Services,CATV Systems,USA,929.28,,11.44,4.00%,793350
7152,WP,"Worldpay, Inc.",Services,Business Services,USA,25719.06,319.39,83.64,0.34%,497719
7153,WPC,W. P. Carey Inc.,Financial,REIT - Diversified,USA,7341.46,26.59,67.11,-1.22%,214740
7154,WPG,Washington Prime Group Inc.,Financial,Property Management,USA,1560.29,8.31,8.25,-0.96%,1461620
7155,WPM,Wheaton Precious Metals Corp.,Basic Materials,Silver,Canada,10041.07,155.34,22.39,-1.30%,845665
7156,WPP,WPP plc,Consumer Goods,Paper & Paper Products,USA,19589.7,9.46,79.86,0.98%,121995
7157,WPRT,Westport Fuel Systems Inc.,Consumer Goods,Auto Parts,Canada,295.73,,2.6,-2.26%,166191
7160,WPXP,"WPX Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,31437.96,,80.91,2.46%,10392
7161,WPZ,Williams Partners L.P.,Basic Materials,Oil & Gas Pipelines,USA,39513.96,69.46,41.39,0.15%,756008
7162,WRB,W. R. Berkley Corporation,Financial,Property & Casualty Insurance,USA,8780.94,16.29,73.54,1.50%,140315
7163,WRD,WildHorse Resource Development Corporation,Basic Materials,Independent Oil & Gas,USA,2480.37,,24.36,1.08%,531525
7164,WRE,Washington Real Estate Investment Trust,Financial,REIT - Office,USA,2437.68,139.28,30.57,-1.58%,120043
7166,WRI,Weingarten Realty Investors,Financial,REIT - Retail,USA,3939.45,8.87,30.64,-1.13%,245652
7167,WRK,WestRock Company,Consumer Goods,Packaging & Containers,USA,14512.32,19.18,57.78,1.50%,767475
7168,WRLD,World Acceptance Corporation,Financial,Credit Services,USA,1023.95,15.07,115.68,0.32%,23850
7169,WRLS,Pensare Acquisition Corp.,Technology,Application Software,USA,384.61,,9.87,-0.30%,4000
7170,WRLSU,Pensare Acquisition Corp. Units,Conglomerates,Conglomerates,USA,82.67,,10.65,0.00%,0
7172,WSBC,"WesBanco, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,2132.58,17.78,47.12,1.75%,31991
7173,WSBF,"Waterstone Financial, Inc.",Financial,Savings & Loans,USA,505.62,16.86,17.7,0.85%,10572
7174,WSC,WillScot Corporation,Services,Rental & Leasing Services,USA,1366.94,,15.32,3.20%,434041
7175,WSCI,"WSI Industries, Inc.",Industrial Goods,Diversified Machinery,USA,15.41,30.74,5.25,0.48%,12451
7176,WSFS,WSFS Financial Corporation,Financial,Regional - Mid-Atlantic Banks,USA,1701.7,21.36,54.97,1.15%,61785
7177,WSM,"Williams-Sonoma, Inc.",Services,Home Furnishing Stores,USA,5109.13,16.92,61.48,0.80%,468485
7178,WSO,"Watsco, Inc.",Services,Electronics Wholesale,USA,6599.82,31.56,183.83,2.84%,121217
7179,WSR,Whitestone REIT,Financial,REIT - Retail,USA,501.38,52.03,12.63,-1.33%,157788
7180,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,USA,7431.38,35.33,101.26,0.70%,104325
7181,WSTG,"Wayside Technology Group, Inc.",Services,Computers Wholesale,USA,64.3,10.96,14.1,0.00%,1847
7182,WSTL,"Westell Technologies, Inc.",Technology,Communication Equipment,USA,44.21,,2.82,-2.09%,14418
7183,WTBA,"West Bancorporation, Inc.",Financial,Regional - Southwest  Banks,USA,417.32,15.97,26.5,1.73%,13339
7184,WTFC,Wintrust Financial Corporation,Financial,Regional - Midwest Banks,USA,4971.86,18.86,90.31,2.13%,225712
7185,WTI,"W&T Offshore, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,952.8,5.45,7.93,6.22%,2441997
7188,WTM,"White Mountains Insurance Group, Ltd.",Financial,Property & Casualty Insurance,Bermuda,3383.82,80.31,915.72,0.67%,15278
7190,WTR,"Aqua America, Inc.",Utilities,Water Utilities,USA,6527.07,26.74,35.61,-3.00%,397406
7191,WTS,"Watts Water Technologies, Inc.",Industrial Goods,Industrial Equipment & Components,USA,2728.78,26.87,82.93,1.50%,63345
7192,WTT,"Wireless Telecom Group, Inc.",Technology,Communication Equipment,USA,46.19,,2.21,0.00%,2648
7193,WTTR,"Select Energy Services, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,1550.77,46.4,15.1,1.07%,338382
7194,WTW,"Weight Watchers International, Inc.",Services,Personal Services,USA,6693.15,59.58,98.35,-3.97%,1018367
7195,WU,The Western Union Company,Financial,Credit Services,USA,9321.08,29.65,20.3,0.25%,2085455
7196,WUBA,58.com Inc.,Technology,Internet Information Providers,China,9834.16,44.32,66.02,-1.15%,755957
7197,WVE,Wave Life Sciences Ltd.,Healthcare,Biotechnology,Singapore,1078.27,,37.17,-2.81%,151348
7198,WVFC,WVS Financial Corp.,Financial,Savings & Loans,USA,33.22,15.55,16.5,-0.15%,2537
7199,WVVI,"Willamette Valley Vineyards, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,42.17,14.31,8.23,-0.66%,1296
7201,WWD,"Woodward, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4726.63,26.46,79.22,1.55%,109250
7202,WWE,"World Wrestling Entertainment, Inc.",Services,Entertainment - Diversified,USA,5712.66,105.33,75.68,-1.30%,603566
7203,WWR,"Westwater Resources, Inc.",Basic Materials,Industrial Metals & Minerals,USA,18.3,,0.41,-3.52%,266955
7204,WWW,"Wolverine World Wide, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,3279.4,99.42,33.88,-0.65%,275933
7205,WY,Weyerhaeuser Company,Industrial Goods,"Lumber, Wood Production",USA,28206.5,37.88,36.85,-1.12%,1120225
7207,WYND,"Wyndham Destinations, Inc.",Services,Lodging,USA,4374.48,13.42,45.5,1.63%,924973
7208,WYNN,"Wynn Resorts, Limited",Services,Resorts & Casinos,USA,16523.63,158.77,160.64,2.41%,3970529
7209,WYY,WidePoint Corporation,Technology,Information Technology Services,USA,44.9,,0.51,-2.94%,112594
7210,X,United States Steel Corporation,Basic Materials,Steel & Iron,USA,6225.39,12.37,35.64,0.85%,4500574
7211,XAN,Exantas Capital Corp.,Financial,REIT - Diversified,USA,324.67,86.44,10.12,-0.78%,63208
7214,XBIO,"Xenetic Biosciences, Inc.",Healthcare,Biotechnology,USA,34.28,,4.8,-9.26%,332214
7215,XBIT,XBiotech Inc.,Healthcare,Biotechnology,USA,161.99,,4.53,-3.41%,15250
7217,XCRA,Xcerra Corporation,Technology,Semiconductor Equipment & Materials,USA,756.63,15.91,14.34,1.41%,210014
7219,XEC,Cimarex Energy Co.,Basic Materials,Independent Oil & Gas,USA,9350.07,19.64,102.08,1.52%,621629
7220,XEL,Xcel Energy Inc.,Utilities,Electric Utilities,USA,23902.64,20.82,45.32,-3.49%,2846439
7221,XELB,"Xcel Brands, Inc.",Consumer Goods,Textile - Apparel Clothing,USA,45.6,,2.6,0.00%,18550
7222,XENE,Xenon Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,134.57,,9.5,-5.47%,119469
7223,XENT,"Intersect ENT, Inc.",Healthcare,Medical Appliances & Equipment,USA,1093.53,,35.45,-3.14%,107204
7226,XGTI,"xG Technology, Inc.",Technology,Communication Equipment,USA,10.19,,0.72,15.00%,271668
7229,XHR,"Xenia Hotels & Resorts, Inc.",Financial,REIT - Hotel/Motel,USA,2653.78,18.15,24.45,-1.61%,248187
7231,XIN,"Xinyuan Real Estate Co., Ltd.",Financial,Real Estate Development,China,284.42,6.67,4.66,1.30%,129605
7237,XL,XL Group Ltd,Financial,Property & Casualty Insurance,Ireland,14492.97,,56.37,-0.07%,586613
7245,XLNX,"Xilinx, Inc.",Technology,Semiconductor - Integrated Circuits,USA,17057.48,23.45,67.67,0.12%,740456
7248,XLRN,Acceleron Pharma Inc.,Healthcare,Biotechnology,USA,2155.21,,46.9,0.43%,171604
7256,XNCR,"Xencor, Inc.",Healthcare,Biotechnology,USA,2074.34,,39.2,0.38%,108954
7257,XNET,Xunlei Limited,Technology,Application Software,China,735.05,,12.12,9.49%,643026
7259,XOG,"Extraction Oil & Gas, Inc.",Basic Materials,Independent Oil & Gas,USA,2592.05,,15.06,0.94%,663022
7260,XOM,Exxon Mobil Corporation,Basic Materials,Major Integrated Oil & Gas,USA,351549.11,24.4,82.97,0.78%,4474733
7261,XOMA,XOMA Corporation,Healthcare,Biotechnology,USA,191.26,2.68,23.01,-3.03%,40563
7262,XON,Intrexon Corporation,Healthcare,Biotechnology,USA,1847.66,,14.84,1.92%,910041
7263,XONE,The ExOne Company,Industrial Goods,Diversified Machinery,USA,117.1,,7.71,2.23%,97002
7265,XOXO,XO Group Inc.,Services,"Specialty Retail, Other",USA,845.64,70.96,33.13,-0.45%,76365
7266,XPER,Xperi Corporation,Technology,Semiconductor Equipment & Materials,USA,833.5,,16.75,0.60%,104322
7268,XPL,Solitario Zinc Corp.,Basic Materials,Industrial Metals & Minerals,USA,25.51,,0.44,0.21%,43878
7269,XPLR,Xplore Technologies Corp.,Technology,Diversified Computer Systems,USA,44.7,145.37,5.97,0.17%,286648
7270,XPO,"XPO Logistics, Inc.",Services,Air Delivery & Freight Services,USA,12183.47,70.24,104.31,2.91%,698113
7272,XRAY,DENTSPLY SIRONA Inc.,Healthcare,Medical Instruments & Supplies,USA,10310.34,,45.82,0.97%,1449118
7273,XRF,China Rapid Finance Limited,Financial,Credit Services,China,145.71,,2.12,-1.63%,98564
7275,XRM,"Xerium Technologies, Inc.",Industrial Goods,Diversified Machinery,USA,217.66,,13.29,0.08%,73664
7277,XRX,Xerox Corporation,Technology,Information Technology Services,USA,6193.84,11.42,25.08,2.83%,1706413
7283,XSPA,"XpresSpa Group, Inc.",Services,Personal Services,USA,8.6,,0.35,13.78%,543752
7288,XTLB,XTL Biopharmaceuticals Ltd.,Healthcare,Biotechnology,Israel,9.39,9.52,1.89,-5.03%,327651
7290,XTNT,"Xtant Medical Holdings, Inc.",Healthcare,Medical Appliances & Equipment,USA,71.28,,6.09,1.84%,17439
7295,XXII,"22nd Century Group, Inc.",Healthcare,Biotechnology,USA,335.59,,2.79,-2.11%,1196609
7296,XYL,Xylem Inc.,Industrial Goods,Diversified Machinery,USA,12065.22,30.24,68.02,1.81%,663362
7297,Y,Alleghany Corporation,Financial,Property & Casualty Insurance,USA,8795.67,80.79,594.61,0.66%,33182
7303,YECO,Yulong Eco-Materials Limited,Industrial Goods,General Building Materials,China,6,,2.51,0.33%,25116
7304,YELP,Yelp Inc.,Technology,Internet Information Providers,USA,3287.51,22.95,39.94,-0.05%,631421
7306,YEXT,"Yext, Inc.",Technology,Internet Software & Services,USA,1876.89,,19.46,-0.15%,445760
7307,YGYI,"Youngevity International, Inc.",Consumer Goods,Processed & Packaged Goods,USA,91.31,,4.16,-0.95%,2419
7308,YIN,Yintech Investment Holdings Limited,Financial,Investment Brokerage - National,China,598.29,97.14,8.17,0.12%,17904
7315,YNDX,Yandex N.V.,Technology,Internet Information Providers,Netherlands,11487.76,75.1,37.22,0.73%,1883553
7316,YOGA,"YogaWorks, Inc.",Services,Personal Services,USA,29.51,,1.83,-1.19%,12672
7317,YORW,The York Water Company,Utilities,Water Utilities,USA,426.82,32.76,32.45,-2.99%,8183
7318,YPF,YPF Sociedad Anonima,Basic Materials,Major Integrated Oil & Gas,Argentina,5918.61,8.78,15.26,4.02%,746985
7319,YRCW,YRC Worldwide Inc.,Services,Trucking,USA,342.97,,10.7,3.98%,305884
7320,YRD,Yirendai Ltd.,Financial,Credit Services,China,1238.92,6.65,22.16,4.73%,364662
7321,YRIV,Yangtze River Port and Logistics Limited,Financial,REIT - Diversified,USA,2013,,11.4,-1.04%,71665
7322,YTEN,"Yield10 Bioscience, Inc.",Basic Materials,Specialty Chemicals,USA,14.1,,1.43,-0.69%,23185
7323,YTRA,"Yatra Online, Inc.",Conglomerates,Conglomerates,India,242.31,,5.95,3.48%,323316
7324,YUM,"YUM! Brands, Inc.",Services,Restaurants,USA,25985.64,14.11,79.41,1.46%,819657
